English: In his notes he used words which some parents considered coarse, and he reportedly used profanity in class. = Hindi: अपने नोट्स में उन्होंने ऐसे शब्दों का इस्तेमाल किया, जिन्हें कुछ माता-पिता भद्दा मानते थे और कथित तौर पर उन्होंने कक्षा में अपवित्रता का इस्तेमाल किया. ### English: This is matched by Norway, Sweden and New Zealand, but otherwise quite unique (e.g. in the Netherlands the figure is one to forty). = Hindi:	यह नॉर्वे, स्वीडन और न्यूजीलैंड द्वारा मेल खाता है, लेकिन अन्यथा काफी अनोखा है (जैसे नैदरलैंड्स में यह आंकड़ा एक से चालीस है)।	इसे नॉर्वे, स्वीडन और न्यूजीलैंड द्वारा शेयर किया गया है, लेकिन अन्यथा यह काफी अनोखा है (जैसे नैदरलैंड्स में यह आंकड़ा एक से चालीस है).
English: This authentic community is located in Howe Sound just off Vancouver, and is easily accessed via scheduled water taxis departing Granville Island in downtown Vancouver. = Hindi: यह प्रामाणिक समुदाय वैंकूवर के ठीक बाहर हॉवे साउंड में स्थित है, और वैंकूवर शहर में ग्रानविले द्वीप जाने वाले निर्धारित वाटर टैक्सियों के माध्यम से आसानी से पहुँचा जा सकता है. ### English: If visiting a formally arranged garden, collecting "specimens" is also going to get you ejected, without discussion. = Hindi:	अगर आप किसी औपचारिक रूप से व्यवस्थित बगीचे में जाते हैं, तो वहां से “नमूने” इकट्ठे करने पर भी आपको बिना किसी चर्चा के बाहर निकाल दिया जाता है.	अगर आप किसी औपचारिक रूप से व्यवस्थित बगीचे में जा रहे हैं, तो “नमूने” एकत्र करना भी आपको बिना किसी चर्चा के बाहर निकाल देगा.
English: When all individuals in a population are identical with regard to a particular phenotypic trait they are known as monomorphic. = Hindi: जब एक आबादी के सभी व्यक्ति एक विशेष फ़ेनोटाइपिक विशेषता के संबंध में समान होते हैं, तो उन्हें मोनोमॉर्फ़िक के रूप में जाना जाता है. ### English: Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over. = Hindi:	एम्स्टर्डम शहर और ऐनी फ्रैंक संग्रहालय राज्य के अधिकारियों का कहना है कि पेड़ एक कवक से संक्रमित है और एक सार्वजनिक स्वास्थ्य खतरा पैदा करता है क्योंकि उनका तर्क है कि उसके गिरने का पूरा खतरा था।	एम्स्टर्डम शहर और एनी फ्रैंक संग्रहालय के अधिकारियों का कहना है कि पेड़ एक फफूँदी से संक्रमित है और सार्वजनिक स्वास्थ्य को खतरा पैदा करता है क्योंकि वे यह दावा करते हैं कि पेड़ गिरने के कगार पर है.
English: In the heat of the day, travelers can experience mirages that give the illusion of water (or other things). = Hindi: दिन की तीक्षण गर्मी में, यात्री मुर्ग तृष्णा का अनुभव करते हैं जिससे उन्हें पानी या अन्य चीज़ों का भ्रम होता है ### English: Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco. = Hindi:	ज़्यादा टैक्स वाले देशों में रहने वाले पर्यटक कभी-कभी खास तौर पर मादक पेय और तम्बाकू जैसे उत्पादों पर काफ़ी बचत कर सकते हैं.	यात्रियों को भ्रम हो सकता है कि वे पानी (या अन्य चीजें) देख रहे हैं. यात्रियों को कभी-कभी देशों में टैक्स बचाने में मदद मिलती है, खास कर ऐसी चीजों पर जैसे अल्कोहल और तंबाकू.
English: "We were all simply in shock," the mother stated. = Hindi: “हम सब बस सदमे में थे,” माँ ने कहा। ### English: Danielle Lantagne, a UN expert on the disease, stated the outbreak was likely caused by the peacekeepers. = Hindi:	इस बीमारी पर संयुक्त राष्ट्र के विशेषज्ञ डेनिएल लैंटगेन ने कहा कि इसका प्रकोप का कारण शांति रखने वाले हैं |	डॉ. डेनिएल लैंटगेन, संयुक्त राष्ट्र के रोग विशेषज्ञ ने कहा कि इसका प्रकोप का कारण शांति रखने वाले हैं.
English: The media companies routinely lie about the purpose of this, claiming that it is to "prevent piracy". = Hindi: मीडिया कंपनियाँ “पायरेसी को रोकने” का दावा करते हुए नियमित रूप से इस उद्देश्य के बारे में झूठ बोल रही हैं. ### English: Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream. = Hindi:	हालाँकि, बाढ़ के बाद पानी का स्तर सिर्फ़ कुछ ही फ़ीट बढ़ेगा, लेकिन अधिकारी उम्मीद कर रहे हैं कि यह निचले स्तर के सैंडबार्स को फिर से बहाल करने के लिए काफ़ी होगा.	हालाँकि बाढ़ के बाद पानी की मात्रा कुछ फ़ीट ही बढ़ेगी, अधिकारियों को उम्मीद है कि यह पर्याप्त होगी जिससे तलछट वाले तटों को फिर से बनाया जा सके.
English: Now for Japan. Japan was an island country, just like Britain. = Hindi: अब जापान के लिए. ब्रिटेन की तरह ही जापान एक द्वीपीय देश था. ### English: Subcultures can be distinctive because of the age, ethnicity, class, location, and/or gender of the members. = Hindi:	सदस्यों की आयु, नस्ल, वर्ग, स्थान, और/या लिंग की वजह से उपसंस्कृतियों में अंतर हो सकता है.	उपसंस्कृतियों को सदस्यों की आयु, जातीयता, वर्ग, स्थान, और/या लिंग के आधार पर अलग-अलग किया जा सकता है.
English: The player who takes the fewest strokes, or swings of the club, to complete the course wins. = Hindi: वो खिलाड़ी जीतता है जो कोर्स समाप्ति के लिए सबसे कम स्ट्रोक लेता, या सबसे कम बार क्लब को घुमाता है। ### English: He produced over 1,000 stamps for Sweden and 28 other countries. = Hindi:	उन्होंने स्वीडन और 28 दूसरे देशों के लिए 1,000 से ज़्यादा स्टैम्प बनाए.	### वह स्वीडन और 28 दूसरे देशों के लिए 1,000 से ज़्यादा टिकट बना चुका है.
English: One of the panes finally broke, and they started to get out by the window," said survivor Franciszek Kowal. = Hindi: उन शीशों से एक शीशा आखिरकार टूट गया, और उन्होंने खिड़की से बाहर निकलना शुरू कर दिया, “जीवित बचे फ्रांसिसज़ेक कोवल ने कहा। ### English: NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions. = Hindi:	नेक्स्टजेन प्रणाली बारे में एफएए का दावा है कि इससे विमान को छोटे मार्गों से उड़ाना और हर साल लाखों गैलन ईंधन बचाना संभव होगा और इससे कार्बन उत्सर्जन में भी कमी आएगी।	NextGen एक प्रणाली है जिसे FAA दावा करता है कि यह विमानों को छोटे मार्गों से उड़ाना और हर साल लाखों गैलन ईंधन बचाना और कार्बन उत्सर्जन को कम करना चाहिए.
English: Student visas generally have different requirements and application procedures from normal tourist or business visas. = Hindi: छात्र वीज़ा में आमतौर पर एक सामान्य पर्यटक या व्यावसायिक वीज़ा से अलग ज़रूरतें और आवेदन प्रक्रियाएँ होती हैं. ### English: The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi. = Hindi:	शुरुआती रिपोर्ट कहती है कि उरूमकी में आपातकालीन लैंडिंग से इनकार कर देने के बाद विमान को अफ़गानिस्तान वापस ले जाया गया था.	शुरुआती रिपोर्ट कहती है कि उरूमकी में आपातकालीन लैंडिंग से इनकार कर देने के बाद विमान को अफ़गानिस्तान वापस ले जाया गया था.
English: Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand, legally. = Hindi: आज A1GP न्यूज़ीलैंड टीम के को-ड्राइवर जॉनी रेड ने न्यूज़ीलैंड के 48 साल से अधिक पुराने ऑकलैंड हार्बर ब्रिज पर वैधानिक रूप से सबसे तेज़ गाड़ी चलाकर इतिहास बनाया. ### English: Also the Pacific Tsunami Warning Center said that there was no Tsunami indication. = Hindi:	पैसिफ़िक सुनामी चेतावनी केंद्र ने भी यह कहा कि सुनामी के कोई संकेत नहीं हैं.	साथ ही, प्रशांत सुनामी चेतावनी केंद्र ने भी कहा कि सुनामी का कोई संकेत नहीं था.
